license_title,maintainer,private,maintainer_email,id,metadata_created,relationships,license,metadata_modified,author,author_email,state,version,license_id,type,tags,tracking_summary - total,tracking_summary - recent,groups,organization,name,isopen,notes_rendered,url,ckan_url,notes,owner_org,ratings_average,extras - Data Dictionary,extras - Unit of Analysis,extras - hd2-workflow-id,extras - Agency,extras - Coverage Period Fiscal Year Start,extras - Geographic Granularity,extras - Coverage Period Fiscal Year End,extras - Technical Documentation,extras - Agency Program URL,extras - Date Released,extras - author_id,extras - Subject Area 1,ratings_count,title,revision_id,resources_0_url,resources_0_name,resources_1_url,resources_1_name,resources_2_url,resources_2_name,extras - Coverage Period Start,extras - Coverage Period End,extras - Migration Notes JSON,extras - Geographic Scope,extras - Collection Frequency,extras - Date Updated,extras - License Agreement,extras - License Agreement Required,extras - Subject Area 2,extras - Group Name,extras - Subject Area 3,extras - Collection Instrument
License Not Specified,,false,,922d2bbd-7330-440b-b7a5-42bebcbd3a80,2012-08-03T04:12:24.728768,"",License Not Specified,2012-08-03T04:12:24.728768,Centers for Disease Control and Prevention,,active,,notspecified,dataset,Adverse Event VAERS AEFI Side Effect Immunization Vaccine Manufacturer Safety Symptom MedDRA Onset A,0,0,"",,wonder-vaccine-adverse-event-reporting,false,"<p>The Vaccine Adverse Event Reporting System (VAERS) online database on CDC WONDER provides counts and percentages of adverse event case reports after vaccination, received since January 1990 through last month. Data are available by symptom, vaccine product, manufacturer, onset interval, outcome category, year and month vaccinated, year and month reported, age, sex and state / territory. The Vaccine Adverse Event Reporting System is a cooperative program for vaccine safety of the Centers for Disease Control and Prevention (CDC) and the Food and Drug Administration (FDA). VAERS is a post-marketing safety surveillance program, collecting information about adverse events (possible side effects) that occur after the administration of US licensed vaccines. Data are from the US Department of Health and Human Services (DHHS), Public Health Service (PHS), Food and Drug Administration (FDA)/ Centers for Disease Control (CDC), Vaccine Adverse Event Reporting System (VAERS).
</p>",http://wonder.cdc.gov/vaers.html,http://hub.healthdata.gov/dataset/wonder-vaccine-adverse-event-reporting,"The Vaccine Adverse Event Reporting System (VAERS) online database on CDC WONDER provides counts and percentages of adverse event case reports after vaccination, received since January 1990 through last month. Data are available by symptom, vaccine product, manufacturer, onset interval, outcome category, year and month vaccinated, year and month reported, age, sex and state / territory. The Vaccine Adverse Event Reporting System is a cooperative program for vaccine safety of the Centers for Disease Control and Prevention (CDC) and the Food and Drug Administration (FDA). VAERS is a post-marketing safety surveillance program, collecting information about adverse events (possible side effects) that occur after the administration of US licensed vaccines. Data are from the US Department of Health and Human Services (DHHS), Public Health Service (PHS), Food and Drug Administration (FDA)/ Centers for Disease Control (CDC), Vaccine Adverse Event Reporting System (VAERS).",,,http://wonder.cdc.gov/wonder/help/vaers.html,adverse event report ,21652,Department of Health & Human Services,"",State,"",http://wonder.cdc.gov/wonder/help/WONDER-API.html,http://wonder.cdc.gov,2006-09-21 00:00:00,http://healthdata.gov/id/agency/cdc,Safety,0,CDC Wonder Vaccine Adverse Event Reporting System,5f879258-4a30-47f9-9e2e-b5d0a4b18fe5,http://wonder.cdc.gov/vaers.html,Text,"","","","",1990-01-01 00:00:00,2012-06-13 00:00:00,"",United States and Territories ,Monthly,2012-06-22 00:00:00,"",0,"",CDC WONDER ,"",http://wonder.cdc.gov/wonder/help/vaers.html
License Not Specified,,false,,94a3e24e-bd59-496a-a659-ae68318eade1,2013-03-25T18:17:58.343406,"",License Not Specified,2013-03-25T18:17:58.343406,Department of Health & Human Services,,active,,notspecified,dataset,"",0,0,af7749f7-beeb-453f-97e7-c958adeb40dc,,list-excluded-individuals-entities,false,"<p>Our objective is to ensure that providers who bill Federal health care programs do not submit claims for services furnished, ordered or prescribed by an excluded individual or entity.  The LEIE is updated monthly with all individuals and entities who have been excluded from participation in Federal health care programs.  Providers who bill Medicare, Medicaid, or other Federal health care programs must ensure that they know what individuals or entities are excluded and not bill for their services (e.g., a pharmacy should not bill Medicaid for a drug prescribed by an excluded physician nor for drugs dispensed by an excluded pharmacist).
</p>",,http://hub.healthdata.gov/dataset/list-excluded-individuals-entities,"Our objective is to ensure that providers who bill Federal health care programs do not submit claims for services furnished, ordered or prescribed by an excluded individual or entity.  The LEIE is updated monthly with all individuals and entities who have been excluded from participation in Federal health care programs.  Providers who bill Medicare, Medicaid, or other Federal health care programs must ensure that they know what individuals or entities are excluded and not bill for their services (e.g., a pharmacy should not bill Medicaid for a drug prescribed by an excluded physician nor for drugs dispensed by an excluded pharmacist).",,,"","",23930,Department of Health & Human Services,1998-01-01 00:00:00,"",1998-01-01 00:00:00,"",https://oig.hhs.gov/exclusions/index.asp,2012-11-30 00:00:00,http://healthdata.gov/id/agency/hhs,Health Care Providers,0,List of Excluded Individuals and Entities,aa9e0ce7-f0ad-4987-adb3-24bfe632c667,"","","","","","","","","","",Monthly,"","","",Medicaid,"",Medicare,""
License Not Specified,,false,,96cdc782-3fe0-4322-8174-475f004b4563,2012-05-30T22:08:14.934587,"",License Not Specified,2013-04-01T15:03:27.505179,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"cms, community health, enrollment, hospital stay, hospital utilization, medicare short term stay, short term hospitalization, statistics, utilization",0,0,4d3883e9-d295-4e5a-85e9-dfafb02b0e31,,statistics,false,"<p>This reference provides significant summary information about health expenditures and the Centers for Medicare &amp; Medicaid Services' (CMS) programs. The information presented was the most current available at the time of publication. Significant time lags may occur between the end of a data year and aggregation of data for that year.
</p>",http://www.cms.hhs.gov/ResearchGenInfo/02_CMSStatistics.asp#TopOfPage,http://hub.healthdata.gov/dataset/statistics,This reference provides significant summary information about health expenditures and the Centers for Medicare & Medicaid Services' (CMS) programs. The information presented was the most current available at the time of publication. Significant time lags may occur between the end of a data year and aggregation of data for that year.,,,"",Various Claim Types,203,Department of Health & Human Services,"","","","",http://www.cms.gov/Research-Statistics-Data-and-Systems/Research/ResearchGenInfo/CMSStatistics.html,"",http://healthdata.gov/id/agency/cms,Medicare,0,CMS Statistics,ced01830-dd69-45da-968d-472f8ca63e83,"","","","","","","","","{""Coverage Period Start"": ""Publication includes Historical and Current Data."", ""Coverage Period End"": ""Publication includes Historical and Current Data."", ""datadotgovid1"": ""471"", ""datadotgovid2"": ""wyfv-mp6g"", ""Date Updated"": ""Annually"", ""Granularity"": ""region"", ""Date Released"": ""Annually""}","",Annually,"","","","","","",""
License Not Specified,,false,,96ea1234-74b4-4ddd-897f-f457db110c11,2012-05-30T22:08:55.643047,"",License Not Specified,2012-05-30T22:08:55.643047,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, days, hcris, hha, medicare charges, medicare costs, rates, reimbursement, visits",0,0,"",,home-health-agency-medicare-cost-report-data-2007,false,"<p>A collection of HHA Medicare cost report data from the CMS Form 1728-94.
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/home-health-agency-medicare-cost-report-data-2007,A collection of HHA Medicare cost report data from the CMS Form 1728-94.,,,"",HHA,249,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/06_HomeHealthAgency.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Home Health Agency (HHA) Medicare Cost Report Data - FY 2007,331ad968-e5cd-425d-bf23-79ff13cd371a,http://www.cms.hhs.gov/CostReports/downloads/HHAFY2007.zip,CSV,"","","","",2007-01-01,2007-12-31,"{""Coverage Period Start"": ""2007"", ""Coverage Period End"": ""2007"", ""datadotgovid1"": ""772"", ""datadotgovid2"": ""38ja-fgcc"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Home Health Agency (HHA) Medicare Cost Report Data,"",""
License Not Specified,,false,,978d9d37-780e-447f-9733-a1fc52950d8d,2012-05-30T22:08:53.565713,"",License Not Specified,2012-05-30T22:08:53.565713,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"basis of eligibility, community health, gender, medicaid age groups, medicaid beneficiaries, medicaid claims, medicaid eligibles, medicaid entitlement, medicaid maintenance assistance status, medicaid payments, medicaid service categories, medicaid service types, medicaid utilization, msis, race ethnicity",0,0,"",,medicaid-statistical-information,false,"<p>The 25 MSIS statistical tables contain national state-by-state data. These tables contain high-level aggregated statistics relating to Medicaid eligibility and claims data. nn
</p>",http://www.cms.hhs.gov/MedicaidDataSourcesGenInfo/MSIS/list.asp,http://hub.healthdata.gov/dataset/medicaid-statistical-information,The 25 MSIS statistical tables contain national state-by-state data. These tables contain high-level aggregated statistics relating to Medicaid eligibility and claims data. nn,,,"",Medicaid Statistical Data,247,Department of Health & Human Services,"",State,"",http://www.cms.hhs.gov/MSIS/,http://www.cms.hhs.gov/MedicaidDataSourcesGenInfo/,2009-10-01,http://healthdata.gov/id/agency/cms,Medicaid,0,Medicaid Statistical Information System (MSIS),e002ecda-ea26-4919-b651-8fd97b3b333d,http://www.cms.hhs.gov/MedicaidDataSourcesGenInfo/MSIS/list.asp,Query Tool,"","","","",2005-01-01,2008-12-31,"{""datadotgovid1"": ""1296"", ""Coverage Period Start"": ""2005"", ""datadotgovid2"": ""tm6k-ygh6"", ""Coverage Period End"": ""2008""}","",Quarterly,2009-11-01,"","","","","",""
License Not Specified,,false,,97f8facf-a2b8-47f0-847b-d7e7bc165c09,2012-05-30T22:11:14.087489,"",License Not Specified,2012-05-30T22:11:14.087489,U.S. Food and Drug Administration,,active,,notspecified,dataset,"community health, health, hvp, hydrolyzed vegetable protein, market, notifications, recalls, safety",0,0,"",,hydrolyzed-vegetable-protein,false,"<p>Contains data for FDA Hydrolyzed Vegetable Protein (HVP) Containing Products recalls since February, 2010.
</p>",http://www.fda.gov/AboutFDA/Transparency/OpenGovernment/ucm225437.htm,http://hub.healthdata.gov/dataset/hydrolyzed-vegetable-protein,"Contains data for FDA Hydrolyzed Vegetable Protein (HVP) Containing Products recalls since February, 2010.",,,"",recalled items,397,Department of Health & Human Services,"",Country,"",http://www.fda.gov/AboutFDA/AboutThisWebsite/WebsitePolicies/default.htm,http://www.fda.gov/AboutFDA/Transparency/OpenGovernment/default.htm,2010-10-01,http://healthdata.gov/id/agency/fda,Safety,0,FDA Hydrolyzed Vegetable Protein (HVP) Containing Products Recalls,f9f5cc79-4359-4275-8e95-bb476b398c81,http://www.accessdata.fda.gov/scripts/HVPCP/HydrolyzedVegetableProteinProductsList2010.xls,XLS,http://www.accessdata.fda.gov/scripts/HVPCP/HydrolyzedVegetableProteinProductsList2010.xml,XML,"","",2010-01-01,"","{""datadotgovid1"": ""4017"", ""Coverage Period Start"": ""2010"", ""datadotgovid2"": ""mugi-xcat"", ""Coverage Period End"": ""ongoing""}","",Daily,2010-10-01,"","","","","",""
License Not Specified,,false,,98a6e427-79a7-4d1f-a50c-5f7ba4471388,2012-05-30T22:15:33.926240,"",License Not Specified,2012-05-30T22:15:33.926240,Administration for Community Living,,active,,notspecified,dataset,"",0,0,"",,third-national-survey-older,false,"<p>AoA's Performance Outcomes Measures project (POMP) helps States and Area Agencies on Aging assess their own program performance, while assisting AoA to meet the accountability provisions of the Government Performance and Results Act (GPRA) and the Office of Management and Budget's (OMB) program assessment requirements.Through annual performance reports, Federal agencies provide detailed information on their progress in meeting program performance objectives. Congress and OMB now use performance information to support budget decisions. Many state and local governments are requiring similar systems of accountability to document results and justify funding.In order to gather information on the performance of its program, the Administration on Aging surveys the participants in its Older Americans Act programs. These national surveys provide a portrait of who receives these services and how they assess the quality of the services received.
</p>",http://www.aoa.gov/AoARoot/Program_Results/OAA_Performance.aspx,http://hub.healthdata.gov/dataset/third-national-survey-older,"AoA's Performance Outcomes Measures project (POMP) helps States and Area Agencies on Aging assess their own program performance, while assisting AoA to meet the accountability provisions of the Government Performance and Results Act (GPRA) and the Office of Management and Budget's (OMB) program assessment requirements.Through annual performance reports, Federal agencies provide detailed information on their progress in meeting program performance objectives. Congress and OMB now use performance information to support budget decisions. Many state and local governments are requiring similar systems of accountability to document results and justify funding.In order to gather information on the performance of its program, the Administration on Aging surveys the participants in its Older Americans Act programs. These national surveys provide a portrait of who receives these services and how they assess the quality of the services received.",,,http://www.aoa.gov/AoARoot/Program_Results/docs/2005/National_Survey/3rd_National_Survey_Codebooks_2005.zip,Person,691,Department of Health & Human Services,"",Sub-National Region,"",http://www.aoa.gov/AoARoot/Program_Results/docs/2005/National_Survey/3rd_National_Survey_Technical_Document_2005.pdf,http://,2005-09-01,http://healthdata.gov/id/agency/acl,Population Statistics,0,Third National Survey of Older Americans Act Survey of Participants,04182f34-607b-4e4e-bc22-4a7623905ecc,http://www.aoa.gov/AoARoot/Program_Results/docs/2005/National_Survey/3rd_National_Survey_Data_Files_2005.zip,CSV,"","","","","","","{""datadotgovid1"": ""4844"", ""Coverage Period Start"": ""Year"", ""datadotgovid2"": ""km8j-c9d2"", ""Coverage Period End"": ""Year"", ""Agency Program Page"": ""Performance Outcomes http://www.aoa.gov/AoARoot/Program_Results/OAA_Performance.aspx""}","",Annually,2005-09-01,"","","","","",http://www.aoa.gov/AoARoot/Program_Results/docs/2005/National_Survey/3rd_National_Survey_Questionnaire_2005.pdf
License Not Specified,,false,,991925d3-33b7-420f-a5a9-dcac041145b3,2012-05-30T22:12:34.308700,"",License Not Specified,2012-08-22T15:21:54.439406,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, demographics, nchs, quality indicators, utilization",0,0,"",,health-indicators-warehouse,false,"<p>Data sets contain Calendar Year 2008 National, Hospital Referral Region, and State level information on Medicare's Aged Fee-for-Service Population.  Information includes Chronic Condition and Disease Prevalence, Population Characteristics, Health Care Utilization, and Quality Indicators.
</p>",http://www.HealthIndicators.gov,http://hub.healthdata.gov/dataset/health-indicators-warehouse,"Data sets contain Calendar Year 2008 National, Hospital Referral Region, and State level information on Medicare's Aged Fee-for-Service Population.  Information includes Chronic Condition and Disease Prevalence, Population Characteristics, Health Care Utilization, and Quality Indicators.",,,"","National, HRR, and State Statistics",485,Department of Health & Human Services,"",State,"",http://www.HealthIndicators.gov,http://www.HealthIndicators.gov,2012-08-22 00:00:00,http://healthdata.gov/id/agency/cms,Population Statistics,0,Health Indicators Warehouse,4e56c350-eced-4c34-b8fc-b04ac62b1986,http://healthindicators.gov/Indicators/Initiative_CMS-Community-Indicators_5/Selection,API,"","","","","","","{""datadotgovid1"": ""4426"", ""Date Released"": ""Scheduled for 01/20/2010"", ""datadotgovid2"": ""6g8w-3i79"", ""Coverage Period End"": ""Calendar Year 2008"", ""Coverage Period Start"": ""Calendar Year 2008""}","National, HRR, and State Statistics","",2010-01-20 00:00:00,"","","","","",""
License Not Specified,,false,,993c578c-b954-4d50-ae18-124fc67d93f4,2012-05-30T22:15:29.600531,"",License Not Specified,2012-05-30T22:15:29.600531,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"balance sheet, beds, days, financial statement, hcris, income statement, medicare charges, medicare costs, rates, reimbursement, snf, wage index",0,0,"",,skilled-nursing-facility-medicare-cost-report-data-fy2011,false,"<p>A collection of SNF Medicare cost report data from the CMS Form 2540-96.
</p>",http://www.cms.hhs.gov/CostReports/03_SkilledNursingFacility.asp#TopOfPage,http://hub.healthdata.gov/dataset/skilled-nursing-facility-medicare-cost-report-data-fy2011,A collection of SNF Medicare cost report data from the CMS Form 2540-96.,,,http://www.cms.hhs.gov/CostReports/03_SkilledNursingFacility.asp#TopOfPage,SNF,685,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.gov/costreports/,http://www.cms.hhs.gov/costreports,2011-11-03,http://healthdata.gov/id/agency/cms,Medicare,0,Skilled Nursing Facility (SNF) Medicare Cost Report Data - FY2011,a3cb0884-bf38-4859-be19-6357a774059e,http://www.cms.hhs.gov/CostReports/downloads/SNFFY2011.zip,CSV,"","","","","","","{""datadotgovid1"": ""5469"", ""Coverage Period Start"": ""2010.0"", ""datadotgovid2"": ""943f-zw2v"", ""Coverage Period End"": ""2010.0""}","",Quarterly,2011-09-30,"","","",Skilled Nursing Facility (SNF) Medicare Cost Report Data,"",""
License Not Specified,,false,,99de8d5c-067e-48ec-a8c0-75ca1e638c03,2012-05-30T22:08:16.251363,"",License Not Specified,2013-04-01T15:04:30.210748,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"cms, community health, enrollment, hospital stay, hospital utilization, medicare short term stay, short term hospitalization, statistics, utilization",0,0,4d3883e9-d295-4e5a-85e9-dfafb02b0e31,,wallet-card,false,"<p>This reference offers to researchers and other health care professionals a broad range of quantitative information on our programs.  The Wallet Card presents data from CMS programs and CMS Financial Data.
</p>",http://www.cms.hhs.gov/ResearchGenInfo/03_WalletCard.asp#TopOfPage,http://hub.healthdata.gov/dataset/wallet-card,This reference offers to researchers and other health care professionals a broad range of quantitative information on our programs.  The Wallet Card presents data from CMS programs and CMS Financial Data.,,,"",Various Claim Types,205,Department of Health & Human Services,"",Country,"","",http://www.cms.gov/Research-Statistics-Data-and-Systems/Research/ResearchGenInfo/WalletCard.html,"",http://healthdata.gov/id/agency/cms,Medicare,0,Wallet Card,cc03ab1f-84d3-4beb-afff-7efa06d6843e,"","","","","","","","","{""Coverage Period Start"": ""Includes Historical and Current Data."", ""Coverage Period End"": ""Includes Historical and Current Data."", ""datadotgovid1"": ""468"", ""datadotgovid2"": ""fiqv-y4sd"", ""Date Updated"": ""Annually"", ""Date Released"": ""Annually""}","",Annually,"","","","","","",""
License Not Specified,,false,,9a08dd19-7572-4d64-bbee-1914784e870d,2012-05-30T22:08:12.392585,"",License Not Specified,2013-04-01T15:04:01.229576,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"cms, community health, data compendium, expenditures, medicaid, medicaid recipients, medicare, medicare enrollment, providers, statistics, trust funds, utilization",0,0,4d3883e9-d295-4e5a-85e9-dfafb02b0e31,,data-compendium,false,"<p>This reference contains historic, current, and projected data on Medicare enrollment and Medicaid recipients, expenditures, and utilization. Data pertaining to budget, administrative and operating costs, individual income, financing, and health care providers and suppliers are also included. National data not specific to the Medicare or Medicaid programs may be found throughout the publications.
</p>",http://www.cms.gov/DataCompendium/,http://hub.healthdata.gov/dataset/data-compendium,"This reference contains historic, current, and projected data on Medicare enrollment and Medicaid recipients, expenditures, and utilization. Data pertaining to budget, administrative and operating costs, individual income, financing, and health care providers and suppliers are also included. National data not specific to the Medicare or Medicaid programs may be found throughout the publications.",,,"",Claims level data,199,Department of Health & Human Services,"",State,"","",http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/DataCompendium/index.html,"",http://healthdata.gov/id/agency/cms,Medicare,0,Data Compendium,3f61bde2-8b3a-47db-822f-3303df3f6182,"","","","","","","","","{""Coverage Period Start"": ""Historical and Current"", ""Coverage Period End"": ""Historical and Current"", ""datadotgovid1"": ""470"", ""datadotgovid2"": ""gt2j-7v6m"", ""Date Updated"": ""Annual"", ""Date Released"": ""Annual""}","",Annually,"","","","","","",""
License Not Specified,,false,,9a68d96f-c321-4ee3-b144-5fc943ddbde7,2012-05-30T22:11:52.272876,"",License Not Specified,2012-05-30T22:11:52.272876,National Library of Medicine,,active,,notspecified,dataset,"community health, hazardous substances",0,0,"",,information-hazardous-chemicals,false,"<p>Haz-Map is an occupational toxicology database designed to link jobs to hazardous job tasks which are linked to occupational diseases and their symptoms. It is a relational database of chemicals, jobs, and diseases.
</p>",http://hazmap.nlm.nih.gov/,http://hub.healthdata.gov/dataset/information-hazardous-chemicals,"Haz-Map is an occupational toxicology database designed to link jobs to hazardous job tasks which are linked to occupational diseases and their symptoms. It is a relational database of chemicals, jobs, and diseases.",,,http://www.nlm.nih.gov/mesh/MBrowser.html,Health Information,435,National Institutes of Health,"","","",http://www.nlm.nih.gov/pubs/factsheets/hazmap.html,http://www.nlm.nih.gov/,2000-01-01,http://healthdata.gov/id/agency/nlm,Safety,0,Haz-map : information on hazardous chemicals and occupational diseases,d38793c1-caa8-40f8-b2ed-2dbe3bc41467,http://hazmap.nlm.nih.gov/,Query Tool,"","","","",2000-01-01,"","{""Coverage Period Start"": ""2000"", ""Coverage Period End"": ""Current"", ""datadotgovid1"": ""1247"", ""datadotgovid2"": ""8yd8-8ybd"", ""Date Updated"": ""As needed"", ""Date Released"": ""2000""}",Worldwide,"","","","","","","",""
License Not Specified,,false,,9ab03005-bb3d-40e0-8a5c-e4626109f404,2012-05-30T22:12:24.763730,"",License Not Specified,2012-05-30T22:12:24.763730,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"community health, medicare part b, part b, part b carrier summary data file, part b data, part b summary data",0,0,"",,part-carrier-summary-data-file,false,"<p>The Medicare Part B carrier data sets are summarized at the carrier level by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Within each code range are procedural, condition, or description subheadings.  Each data set displays, for a carrier, the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   The data set name contains the year followed by a carrier number.  For ease of reference, included is a listing of the Medicare carriers arrayed by State.      In addition, there is a readme file that provides additional information about the datasets.
</p>",http://www.cms.gov/NonIdentifiableDataFiles/04_5_PartBCarrierSummaryDataFile.asp#TopOfPage,http://hub.healthdata.gov/dataset/part-carrier-summary-data-file,"The Medicare Part B carrier data sets are summarized at the carrier level by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Within each code range are procedural, condition, or description subheadings.  Each data set displays, for a carrier, the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   The data set name contains the year followed by a carrier number.  For ease of reference, included is a listing of the Medicare carriers arrayed by State.      In addition, there is a readme file that provides additional information about the datasets.",,,"",Medicare Part B Claim,475,Department of Health & Human Services,"","","",http://www.cms.gov/NonIdentifiableDataFiles/Downloads/PartBCarrierReadme2008.pdf,http://www.cms.hhs.gov/NonIdentifiableDataFiles/,2009-12-17,http://healthdata.gov/id/agency/cms,Medicare,0,Part B Carrier Summary Data File - CY2008,b0ee8da4-f839-41e2-9d48-3887b3c309bf,http://www.cms.gov/apps/ama/license.asp?file=/NonIdentifiableDatafiles/Downloads/2008AllCarriers.zip,CSV,"","","","",2008-01-01,2008-12-31,"{""datadotgovid1"": ""2461"", ""Coverage Period Start"": ""2008"", ""datadotgovid2"": ""k29e-d64g"", ""Coverage Period End"": ""2008"", ""Granularity"": ""geographic region serviced by a medicare part b carrier""}","",Annually,2010-06-17,"","","",Part B Carrier Summary Data File,"",""
License Not Specified,,false,,9af3a9cf-51c9-41c7-a2a6-a90120fa9f41,2012-11-05T16:16:29.920929,"",License Not Specified,2012-11-05T16:16:29.920929,Department of Health & Human Services,,active,,notspecified,dataset,Race and ethnicity statistics,0,0,af7749f7-beeb-453f-97e7-c958adeb40dc,,bridged-race-population-estimates,false,"<p>Population estimates from ""bridging"" the 31 race categories used in Census 2000, as specified in the 1997 Office of Management and Budget (OMB) race and ethnicity data collection standards, to the four race categories specified under the 1977 standards (Asian or Pacific Islander, Black or African American, American Indian or Alaska Native, White). 
</p>",http://wonder.cdc.gov/wonder/help/bridged-race.html,http://hub.healthdata.gov/dataset/bridged-race-population-estimates,"Population estimates from ""bridging"" the 31 race categories used in Census 2000, as specified in the 1997 Office of Management and Budget (OMB) race and ethnicity data collection standards, to the four race categories specified under the 1977 standards (Asian or Pacific Islander, Black or African American, American Indian or Alaska Native, White). ",,,http://wonder.cdc.gov/wonder/help/bridged-race.html,US,23855,Department of Health & Human Services,"","","",http://wonder.cdc.gov/wonder/help/bridged-race.html,http://wonder.cdc.gov/wonder/help/bridged-race.html,2002-12-05 00:00:00,http://healthdata.gov/id/agency/hhs,Population Statistics,0,Bridged Race Population Estimates,834e3b0a-976a-4295-9bde-9d2f91c9ebeb,http://wonder.cdc.gov/wonder/help/bridged-race.html,,"","","","",2002-01-01 00:00:00,2011-12-31 00:00:00,"",County,Annually,2012-01-01 00:00:00,"",0,"",National Center for Health Statistics,"",http://wonder.cdc.gov/wonder/help/bridged-race.html
License Not Specified,,false,,9b22ac6d-81ad-4541-9e9d-955704c7fc4b,2012-05-30T22:10:03.585922,"",License Not Specified,2012-05-30T22:10:03.585922,Centers for Medicare & Medicaid Services,,active,,notspecified,dataset,"balance sheet, beds, community health, days, discharges, dsh, financial statement, gme, hcris, hospital, ime, income statement, medicare charges, medicare costs, rates, reimbursement, wage index",0,0,"",,hospital-medicare-cost-report-data-fy2006,false,"<p>A collection of Hospital Medicare cost report data from the CMS Form 2552-96, extracted from the cost reports by the fiscal intermediaries
</p>",http://www.cms.hhs.gov/CostReports/CostReportsFY/list.asp#TopOfPage,http://hub.healthdata.gov/dataset/hospital-medicare-cost-report-data-fy2006,"A collection of Hospital Medicare cost report data from the CMS Form 2552-96, extracted from the cost reports by the fiscal intermediaries",,,"",Hospital,329,Department of Health & Human Services,"",ZIP Code,"",http://www.cms.hhs.gov/CostReports/02_HospitalCostReport.asp#TopOfPage,http://www.cms.hhs.gov/costreports,"",http://healthdata.gov/id/agency/cms,Medicare,0,Hospital Medicare Cost Report Data - FY2006,58df68aa-b5e5-4328-b414-81097be9ceed,http://www.cms.hhs.gov/CostReports/downloads/HOSPITALFY2006.zip,CSV,"","","","",2006-01-01,2006-12-31,"{""Coverage Period Start"": ""2006"", ""Coverage Period End"": ""2006"", ""datadotgovid1"": ""801"", ""datadotgovid2"": ""q9t4-p2rj"", ""Date Updated"": ""Current"", ""Date Released"": ""Current""}","",Quarterly,"","","","",Hospital Medicare Cost Report Data,"",""
License Not Specified,,false,,9b99a425-1444-4ffe-bb01-9f29fa63b06d,2012-08-03T03:44:03.347078,"",License Not Specified,2013-01-18T15:25:34.187956,Administration for Children and Families,,active,,notspecified,dataset,"Administrative Enforcement, Child Support Enforcement, Other Countries, assistance, balances, collections, collections held for future support, collections pending distribution, collections received and distributed, collections sent to other states, current  assistance, disbursements, family, federal government, federal share, fees, fees withheld by state, former assistance, foster care, income withholding, iv-a assistance, iv-d program, iv-e assistance, medicaid, medical  support, net amounts, payments, reimbursement, remaining collections, support, tax refund, undistributed collections, unidentified collections",0,0,1b06ea46-d1da-429d-b130-84bc91698d23,,child-support-enforcement-annual-data-report-form-2006,false,"<p>This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act. The information is obtained quarterly from a mandatory form submitted to the Agency by all participating states. 
   The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program. 
   This is considered public information and is published in an annual report of statistical and financial data available to the public. 
</p>",http://www.acf.hhs.gov/programs/css/resource/fy2006-annual-report,http://hub.healthdata.gov/dataset/child-support-enforcement-annual-data-report-form-2006,"This dataset contains annual data on collections received and distributed by State agencies administering the Child Support Enforcement program under title IV-D of the Social Security Act. The information is obtained quarterly from a mandatory form submitted to the Agency by all participating states. 
The Office of Child Support Enforcement uses this information to calculate and issue quarterly Federal grant awards and annual incentive payments to the State agencies administering the Child Support Enforcement Program. 
This is considered public information and is published in an annual report of statistical and financial data available to the public. 
",,,http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_DICTIONARY.xlsx,Child Support Cases,23564,Department of Health & Human Services,2006-01-01 00:00:00,State,2006-01-01 00:00:00,"",http://www.acf.hhs.gov/programs/cse/,2006-12-31 00:00:00,http://healthdata.gov/id/agency/acf,Administrative,0,Child Support Enforcement Annual Data Report Form 34A - 2006,45c31290-75b7-4436-b0c0-b76cf205e787,http://www.acf.hhs.gov/datagov-datasets/ocse/dcs/34A_CSE_ANNUAL_2006.csv,CSV,"","","","",2005-10-01 00:00:00,2006-09-30 00:00:00,"","",Annually,2006-12-31 00:00:00,"",0,"",Child Support Enforcement Annual Data,"",http://www.acf.hhs.gov/programs/css/resource/ocse-program-collection-report-ocse-34a
